,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
555,228683,182121,34322,127,2326,0,2352,7435,0500000US39099,"Mahoning County, Ohio",0.796390636820402,0.15008548952042783,0.0005553539178688403,0.010171285141440334,0.0,0.010284979644311121,0.032512254955549824,39099
556,65093,58096,2806,264,1128,59,260,2480,0500000US39101,"Marion County, Ohio",0.8925076429109121,0.04310755380762908,0.004055735639776935,0.0173290522790469,0.0009063954649501482,0.003994285099780314,0.03809933479790454,39101
557,179746,170806,3230,549,1856,0,870,2435,0500000US39103,"Medina County, Ohio",0.9502631491104113,0.0179698018314733,0.0030543099707364837,0.010325681795422429,0.0,0.004840163341604264,0.013546893950352164,39103
558,106987,99953,3014,0,1465,36,214,2305,0500000US39109,"Miami County, Ohio",0.9342536943740828,0.028171647022535447,0.0,0.013693252451232393,0.00033648948003028406,0.002000243020180022,0.02154467365193902,39109
559,531687,380692,104945,2593,10928,81,7636,24812,0500000US39113,"Montgomery County, Ohio",0.7160077263502775,0.19738116598675537,0.004876929471662839,0.020553445918369266,0.00015234527080782491,0.01436183318380927,0.04666655381831792,39113
561,162466,147235,7948,0,1673,77,216,5317,0500000US39133,"Portage County, Ohio",0.9062511540876245,0.04892100501027907,0.0,0.010297539177427893,0.0004739453177895683,0.001329508943409698,0.03272684746346928,39133
562,121154,105042,10742,372,754,49,465,3730,0500000US39139,"Richland County, Ohio",0.8670122323654192,0.08866401439490236,0.003070472291463757,0.006223484160655034,0.0004044439308648497,0.003838090364329696,0.03078726249236509,39139
565,370606,323692,29231,294,3556,0,2091,11742,0500000US39151,"Stark County, Ohio",0.8734127348181088,0.07887352066615219,0.0007932953055266239,0.009595095600179166,0.0,0.005642110489306703,0.031683243120726595,39151
566,541013,420358,80544,921,19770,104,3240,16076,0500000US39153,"Summit County, Ohio",0.7769831778533972,0.14887627469210538,0.0017023620504498043,0.036542559975453456,0.00019223197963819723,0.005988765519497683,0.029714627929458257,39153
567,197974,175107,16456,70,1231,203,137,4770,0500000US39155,"Trumbull County, Ohio",0.8844949336781598,0.08312202612464263,0.0003535817834665158,0.006217988220675442,0.0010253871720528958,0.0006920100619273238,0.024094072959075435,39155
569,234602,202976,9985,50,15846,32,2152,3561,0500000US39165,"Warren County, Ohio",0.8651929651068618,0.04256144448896429,0.0002131269128140425,0.06754418120902635,0.0001364012242009872,0.009172982327516389,0.015178898730616107,39165
570,115710,108729,1401,164,1194,0,1594,2628,0500000US39169,"Wayne County, Ohio",0.9396681358568836,0.012107855846512834,0.001417336444559675,0.010318900700025927,0.0,0.01377581885748855,0.022711952294529426,39169
571,130817,120119,2770,215,2688,197,989,3839,0500000US39173,"Wood County, Ohio",0.9182216378605227,0.021174617977785762,0.0016435172798642378,0.02054778813151196,0.0015059204843407203,0.007560179487375494,0.029346338778599112,39173
572,148306,121126,5662,6983,5008,0,1748,7779,0500000US40017,"Canadian County, Oklahoma",0.8167302738931669,0.03817782153115855,0.04708508084635821,0.03376802017450407,0.0,0.01178644154653217,0.05245236200828018,40017
573,284014,221304,13726,12965,13298,118,4119,18484,0500000US40027,"Cleveland County, Oklahoma",0.7792010253015696,0.04832860351954481,0.045649158140091683,0.046821635553176956,0.00041547247670889464,0.01450280619969438,0.06508129880921364,40027
574,120749,75751,19184,5849,3172,214,2650,13929,0500000US40031,"Comanche County, Oklahoma",0.6273426695045093,0.15887502173931048,0.04843932454927163,0.026269368690423938,0.0017722714059743767,0.0219463515225799,0.11535499258793033,40031
575,71522,56397,1572,9323,69,8,186,3967,0500000US40037,"Creek County, Oklahoma",0.7885266071977853,0.02197925113950952,0.1303515002376891,0.0009647381225357232,0.00011185369536646068,0.0026005984172702105,0.05546545118984368,40037
576,67997,39099,7180,11933,369,0,2093,7323,0500000US40101,"Muskogee County, Oklahoma",0.5750106622350986,0.10559289380413842,0.17549303645749076,0.005426710001911849,0.0,0.030780769739841462,0.10769592776151889,40101
577,797434,551112,119946,26274,28316,855,24384,46547,0500000US40109,"Oklahoma County, Oklahoma",0.6911067248198597,0.15041495597127788,0.03294818129149246,0.03550889478000687,0.0010721890463662195,0.030578079188998714,0.058370974901998156,40109
578,81784,64818,2970,3219,3661,15,1278,5823,0500000US40119,"Payne County, Oklahoma",0.7925511102416121,0.03631517167172063,0.03935977697349115,0.04476425706739705,0.00018340995793798297,0.01562652841631615,0.071199745671525,40119
579,72592,55249,2526,10437,426,0,170,3784,0500000US40125,"Pottawatomie County, Oklahoma",0.761089376239806,0.03479722283447212,0.14377617368305048,0.005868415252369407,0.0,0.002341855851884505,0.05212695613841745,40125
580,92459,68959,810,12100,1412,0,847,8331,0500000US40131,"Rogers County, Oklahoma",0.7458332882683135,0.008760639851177279,0.13086881752993218,0.015271633913410269,0.0,0.009160817227095252,0.09010480321007149,40131
581,651552,457630,64765,35498,23436,842,17635,51746,0500000US40143,"Tulsa County, Oklahoma",0.7023691125190314,0.09940112224350474,0.054482220912528856,0.03596950051569176,0.0012922990029959236,0.027066143607877804,0.07941960119836944,40143
582,81289,60363,2959,7753,1300,0,1770,7144,0500000US40145,"Wagoner County, Oklahoma",0.7425727958272337,0.036400989063710955,0.09537575809765159,0.01599232368463138,0.0,0.021774163785998106,0.08788396954077428,40145
583,93053,77333,1267,901,6042,360,3422,3728,0500000US41003,"Benton County, Oregon",0.8310640172804745,0.013615896317152591,0.009682653971392648,0.06493073839639775,0.003868762963042567,0.03677474127647685,0.04006318979506303,41003
584,418187,361016,4870,2957,20086,213,12128,16917,0500000US41005,"Clackamas County, Oregon",0.8632884331650673,0.01164550787088073,0.007070999337616904,0.04803114396191178,0.0005093415146812311,0.029001379765511603,0.040453194384330454,41005
585,197692,182152,1355,2791,2762,347,3161,5124,0500000US41017,"Deschutes County, Oregon",0.9213928737632276,0.006854096270966959,0.014117920806102422,0.013971227970782834,0.0017552556502033465,0.0159895190498351,0.025919106488881696,41017
586,110980,102711,370,784,844,148,324,5799,0500000US41019,"Douglas County, Oregon",0.9254910794737791,0.0033339340421697605,0.00706433591638133,0.0076049738691656155,0.0013335736168679042,0.0029194449450351415,0.05225265813660119,41019
587,220944,201990,1934,2525,3196,618,2629,8052,0500000US41029,"Jackson County, Oregon",0.9142135563762763,0.00875334926497212,0.011428235208921717,0.014465203852559925,0.0027970888550945035,0.01189894271851691,0.03644362372365848,41029
588,87487,81112,721,1300,410,0,545,3399,0500000US41033,"Josephine County, Oregon",0.9271320310446124,0.008241224410483843,0.014859350532079051,0.0046864105524249315,0.0,0.006229496953833141,0.03885148650656669,41033
589,68238,59088,365,4028,188,41,1843,2685,0500000US41035,"Klamath County, Oregon",0.8659104897564407,0.005348925818458923,0.05902869368973299,0.0027550631612884317,0.0006008382426214133,0.0270084117353967,0.03934757759606085,41035
590,382067,328130,4883,3392,10766,1009,14558,19329,0500000US41039,"Lane County, Oregon",0.8588284253808887,0.012780480910416236,0.008878024011495365,0.02817830380535351,0.0026408980623817287,0.03810326461065729,0.05059060321880717,41039
591,129749,115156,749,1738,1214,198,3754,6940,0500000US41043,"Linn County, Oregon",0.8875289982967114,0.0057726841825370525,0.013395093603804269,0.009356526832576744,0.001526023321952385,0.028932785609137642,0.053487888153280566,41043
592,347818,278522,2320,4710,9472,1112,29133,22549,0500000US41047,"Marion County, Oregon",0.8007693678878034,0.006670155081105636,0.013541564841382562,0.027232633158720942,0.0031970743319782186,0.0837593224042459,0.06482988229476336,41047
593,812855,628153,42675,6767,60848,5544,22038,46830,0500000US41051,"Multnomah County, Oregon",0.7727737419342934,0.05250013840106784,0.00832497800960811,0.07485713934219511,0.006820404623210782,0.027111846516291345,0.057611751173333496,41051
594,86085,74922,72,781,1719,109,3150,5332,0500000US41053,"Polk County, Oregon",0.8703258407388047,0.000836382645060115,0.00907242841377708,0.019968635650810244,0.0012661903932160074,0.03659174072138003,0.06193878143695185,41053
595,77950,65416,336,1947,991,391,4219,4650,0500000US41059,"Umatilla County, Oregon",0.839204618345093,0.004310455420141116,0.024977549711353433,0.012713277742142398,0.005016035920461835,0.05412443874278384,0.05965362411802438,41059
596,601592,449521,12143,3955,68789,2893,32709,31582,0500000US41067,"Washington County, Oregon",0.7472190454660301,0.020184776393303103,0.0065742230614768814,0.11434493809758109,0.004808907033338209,0.054370736312982886,0.052497373635287704,41067
597,107100,92115,951,904,2143,231,6479,4277,0500000US41071,"Yamhill County, Oregon",0.8600840336134454,0.008879551820728292,0.008440709617180206,0.020009337068160597,0.002156862745098039,0.06049486461251167,0.03993464052287582,41071
598,103009,95929,2044,161,995,0,2353,1527,0500000US42001,"Adams County, Pennsylvania",0.9312681416186935,0.01984292634624159,0.001562970225902591,0.009659350153870051,0.0,0.02284266423322234,0.014823947422069916,42001
599,1216045,965716,157352,1443,46965,269,7953,36347,0500000US42003,"Allegheny County, Pennsylvania",0.7941449535173452,0.12939652726667186,0.0011866337183245685,0.03862110365981522,0.00022120891907783017,0.006540054027605886,0.029889518891159456,42003
601,163929,147858,10081,90,1086,13,259,4542,0500000US42007,"Beaver County, Pennsylvania",0.9019636549969804,0.06149613552208578,0.0005490181725015098,0.006624819281518218,7.930262491688475e-05,0.0015799522964210116,0.027707117105576193,42007
602,421164,338473,26533,961,6574,208,38929,9486,0500000US42011,"Berks County, Pennsylvania",0.8036608067166234,0.0629992117085031,0.0022817714714458027,0.015609121387393034,0.0004938693715512247,0.0924319267553732,0.02252329258911018,42011
604,628270,544515,26526,436,32572,0,11220,13001,0500000US42017,"Bucks County, Pennsylvania",0.8666894806373057,0.04222070129084629,0.0006939691533894663,0.05184395244082958,0.0,0.01785856399318764,0.020693332484441402,42017
605,187853,180218,1863,19,2400,0,102,3251,0500000US42019,"Butler County, Pennsylvania",0.9593565181285367,0.009917328975315805,0.00010114291493880854,0.01277594715016529,0.0,0.0005429777538820248,0.017306085077161398,42019
606,130192,121803,5575,0,514,0,258,2042,0500000US42021,"Cambria County, Pennsylvania",0.9355643971979846,0.04282137151284257,0.0,0.0039480152390315845,0.0,0.0019816885830158536,0.015684527467125477,42021
607,64182,60043,1558,897,731,0,532,421,0500000US42025,"Carbon County, Pennsylvania",0.935511514131688,0.02427471876850207,0.013975881088155558,0.011389486148764451,0.0,0.008288928359976317,0.006559471502913589,42025
608,162385,142448,5975,76,9755,67,496,3568,0500000US42027,"Centre County, Pennsylvania",0.8772238815161499,0.03679527049912246,0.0004680235243403024,0.06007328263078486,0.00041259968593158235,0.0030544693167472367,0.02197247282692367,42027
609,524989,431961,30393,761,30955,93,15596,15230,0500000US42029,"Chester County, Pennsylvania",0.8228000967639322,0.05789264156010888,0.0014495541811352238,0.05896314018007996,0.00017714656878525074,0.029707289105105058,0.029010131640853427,42029
610,79255,74153,3057,26,471,0,312,1236,0500000US42033,"Clearfield County, Pennsylvania",0.9356255125859567,0.038571698946438714,0.00032805501230206296,0.005942842722856602,0.0,0.003936660147624755,0.015595230584821146,42033
611,64964,61974,771,42,1473,0,300,404,0500000US42037,"Columbia County, Pennsylvania",0.953974508958808,0.011868111569484637,0.000646511914290992,0.022674096422634075,0.0,0.004617942244935657,0.006218828889846684,42037
612,84629,80721,1459,43,739,4,274,1389,0500000US42039,"Crawford County, Pennsylvania",0.9538219759184204,0.017239953207529333,0.0005081000602630304,0.008732231268241382,4.7265121884933064e-05,0.0032376608491179147,0.016412813574543005,42039
613,253370,220155,11378,399,10722,0,2403,8313,0500000US42041,"Cumberland County, Pennsylvania",0.8689071318624936,0.044906658246832695,0.0015747720724631961,0.04231755930062754,0.0,0.009484153609346015,0.03280972490823696,42041
614,278299,192332,54302,677,14381,181,7753,8673,0500000US42043,"Dauphin County, Pennsylvania",0.6910984229192344,0.19512107481521673,0.0024326354029299423,0.05167463770980133,0.0006503796276666463,0.027858526261323253,0.031164323263827752,42043
615,566747,383843,125741,1564,33158,443,7862,14136,0500000US42045,"Delaware County, Pennsylvania",0.6772739864525088,0.22186442980730378,0.0027596087848722624,0.05850582358618572,0.0007816538949478338,0.013872151065643048,0.024942346408538554,42045
616,269728,231216,18121,996,4570,98,3819,10908,0500000US42049,"Erie County, Pennsylvania",0.8572191244512991,0.0671824949578835,0.0036926088503974374,0.01694299442401234,0.00036332898327203704,0.014158708031794993,0.04044074030134061,42049
617,129274,118980,5222,43,590,53,1067,3319,0500000US42051,"Fayette County, Pennsylvania",0.920370685520677,0.04039482030416015,0.0003326268236458994,0.004563949440722806,0.00040998189891238763,0.008253786530934294,0.025674149480947445,42051
618,155027,140780,6252,1257,1498,65,2171,3004,0500000US42055,"Franklin County, Pennsylvania",0.9080998793758507,0.040328458913608596,0.008108265011901152,0.009662832925877428,0.0004192818025247215,0.014004012204325698,0.019377269765911743,42055
619,84073,79268,2480,36,512,0,206,1571,0500000US42063,"Indiana County, Pennsylvania",0.9428472874763598,0.029498174205749766,0.00042819930298669014,0.006089945642477371,0.0,0.002450251567090505,0.01868614180533584,42063
620,209674,188220,7329,209,6703,169,3420,3624,0500000US42069,"Lackawanna County, Pennsylvania",0.8976792544616882,0.034954262331047245,0.000996785486040234,0.03196867518147219,0.0008060131442143518,0.016311035226112918,0.017283974169424916,42069
621,545724,475780,23358,325,12475,121,14631,19034,0500000US42071,"Lancaster County, Pennsylvania",0.8718326480052188,0.042801855883193705,0.0005955391369996555,0.022859540720217546,0.00022172380177525635,0.02681025573366757,0.034878436718927514,42071
623,141793,121918,3037,570,1445,0,10344,4479,0500000US42075,"Lebanon County, Pennsylvania",0.8598308802268095,0.02141854675477633,0.004019944567080181,0.010190912104264668,0.0,0.07295141509101295,0.03158830125605636,42075
624,369318,298131,31897,556,12177,221,15524,10812,0500000US42077,"Lehigh County, Pennsylvania",0.8072474127987262,0.08636730405774969,0.0015054776642351578,0.03297158546293438,0.0005984002945970681,0.04203423607839315,0.029275583643364255,42077
625,317417,266628,22899,700,3034,73,17029,7054,0500000US42079,"Luzerne County, Pennsylvania",0.8399928170198824,0.07214169373411002,0.002205300913309621,0.00955840424425913,0.00022998138095943192,0.053648670361070766,0.02222313234640867,42079
626,113299,104295,6032,523,807,0,41,1601,0500000US42081,"Lycoming County, Pennsylvania",0.9205288660976708,0.05323965789636272,0.004616104290417391,0.0071227460083495885,0.0,0.00036187433251838055,0.014130751374681153,42081
627,109424,99721,6412,0,680,0,277,2334,0500000US42085,"Mercer County, Pennsylvania",0.9113265828337477,0.05859774820880246,0.0,0.00621435882438953,0.0,0.0025314373446410294,0.02132987278841936,42085
