,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
628,170271,132835,24687,1042,4151,0,2878,4678,0500000US42089,"Monroe County, Pennsylvania",0.7801387200404062,0.14498652148633648,0.006119656312584057,0.024378784408384282,0.0,0.016902467243394354,0.027473850508894643,42089
629,830915,654804,79874,982,63850,334,8887,22184,0500000US42091,"Montgomery County, Pennsylvania",0.7880517261091688,0.09612776276755143,0.0011818296697014737,0.07684299838130254,0.00040196650680274156,0.010695438161544803,0.0266982784039282,42091
630,305285,254300,18289,604,8541,0,13264,10287,0500000US42095,"Northampton County, Pennsylvania",0.8329921221154004,0.0599079548618504,0.001978479126062532,0.027977136118708747,0.0,0.04344792570876394,0.03369638206921401,42095
631,90843,86161,2759,174,494,65,104,1086,0500000US42097,"Northumberland County, Pennsylvania",0.9484605308058959,0.030371079774996423,0.0019153924903404776,0.0054379533921160685,0.0007155201831731669,0.001144832293077067,0.011954691060400912,42097
632,1584064,617726,657343,7211,119641,897,128826,52420,0500000US42101,"Philadelphia County, Pennsylvania",0.3899627792816452,0.4149725011110662,0.004552215062017697,0.07552788271180963,0.0005662649993939639,0.08132625954506889,0.03309209728899842,42101
633,141359,133171,4857,254,563,81,531,1902,0500000US42107,"Schuylkill County, Pennsylvania",0.9420765568517038,0.03435932625443021,0.00179684349776102,0.003982767280470292,0.0005730091469237897,0.0037563932965003996,0.01345510367221047,42107
634,73447,69857,1568,245,323,0,116,1338,0500000US42111,"Somerset County, Pennsylvania",0.9511212166596321,0.02134872765395455,0.003335738695930399,0.0043977289746347705,0.0,0.0015793701580731683,0.018217217857774994,42111
635,206865,192989,6473,0,2254,193,178,4778,0500000US42125,"Washington County, Pennsylvania",0.9329224373383608,0.03129093853479322,0.0,0.01089599497256665,0.0009329756121141808,0.0008604645541778455,0.023097188987987335,42125
636,348899,329199,7969,82,3258,0,1288,7103,0500000US42129,"Westmoreland County, Pennsylvania",0.9435366682048386,0.022840420866783798,0.00023502503589864116,0.009337945938509425,0.0,0.0036916127589932905,0.020358327194976197,42129
637,449058,391737,25356,1022,6511,99,8718,15615,0500000US42133,"York County, Pennsylvania",0.8723527918442606,0.056464866453776574,0.002275875276690316,0.01449924063261316,0.00022046149940542202,0.019413973250671405,0.03477279104258247,42133
638,164292,146603,4038,702,5246,0,4373,3330,0500000US44003,"Kent County, Rhode Island",0.8923319455603438,0.024578190051858885,0.004272879994156745,0.03193095220704599,0.0,0.02661724247072286,0.02026878971587174,44003
639,82082,73665,2415,415,1180,0,1388,3019,0500000US44005,"Newport County, Rhode Island",0.8974562023342512,0.02942179771448064,0.005055919690066032,0.01437586803440462,0.0,0.01690991934894374,0.03678029287785385,44005
640,638931,451856,70002,2138,26326,222,55311,33076,0500000US44007,"Providence County, Rhode Island",0.7072062554485539,0.10956112631880438,0.003346214223445098,0.041203197215348764,0.00034745535902937875,0.08656803316790077,0.051767718266917714,44007
641,125577,116554,1377,74,3434,28,482,3628,0500000US44009,"Washington County, Rhode Island",0.9281476703536475,0.010965383788432596,0.0005892798840552012,0.027345771916831903,0.00022297076693980587,0.0038382824880352296,0.0288906408020577,44009
642,170872,120057,45514,102,1445,0,8,3746,0500000US45003,"Aiken County, South Carolina",0.702613652324547,0.26636312561449504,0.0005969380588978885,0.00845662250105342,0.0,4.68186712861089e-05,0.02192284282972049,45003
643,202558,160961,29851,395,2396,0,3269,5686,0500000US45007,"Anderson County, South Carolina",0.794641534770288,0.14737013596105808,0.0019500587486053378,0.01182871078900858,0.0,0.016138587466305948,0.02807097226473405,45007
644,192122,140697,32583,358,2524,0,10127,5833,0500000US45013,"Beaufort County, South Carolina",0.7323315393343813,0.16959536128085279,0.0018633992983624987,0.013137485556052925,0.0,0.052711298029377164,0.03036091650097334,45013
645,227907,147216,54804,1890,5306,48,9771,8872,0500000US45015,"Berkeley County, South Carolina",0.6459476891890114,0.24046650607484632,0.008292856296647317,0.023281426195772836,0.00021061222340691598,0.042872750727270335,0.03892815929304497,45015
646,411406,276787,102968,223,7354,1607,12228,10239,0500000US45019,"Charleston County, South Carolina",0.6727830901834198,0.25028317525753146,0.0005420436260044822,0.017875286213618665,0.0039061170717004613,0.02972246394073008,0.024887823706995035,45019
648,162809,109288,38509,653,3077,2973,3601,4708,0500000US45035,"Dorchester County, South Carolina",0.6712651020520979,0.2365286931312151,0.004010834781860954,0.018899446590790434,0.018260661265654846,0.022117941882819746,0.028917320295561055,45035
649,138293,73122,60727,247,1900,0,1454,843,0500000US45041,"Florence County, South Carolina",0.5287469358535862,0.4391183935557114,0.00178606292437072,0.013738945572082462,0.0,0.010513908874635738,0.00609575321961343,45041
650,523542,379349,89741,2381,13347,1637,21470,15617,0500000US45045,"Greenville County, South Carolina",0.7245817909546894,0.17141127168402917,0.004547868174855122,0.025493656669378962,0.003126778749364903,0.04100912629741262,0.029829507470269814,45045
652,354081,288077,44829,765,5426,0,7122,7862,0500000US45051,"Horry County, South Carolina",0.8135906755798814,0.12660662390808883,0.0021605225922882052,0.015324177236282094,0.0,0.02011404170232235,0.022203958981137084,45051
655,67493,46670,14814,69,338,0,2409,3193,0500000US45059,"Laurens County, South Carolina",0.691479116352807,0.2194894285333294,0.0010223282414472611,0.005007926747959047,0.0,0.0356925903427022,0.04730860978175515,45059
656,298750,234519,44299,1515,6184,368,4775,7090,0500000US45063,"Lexington County, South Carolina",0.7850008368200837,0.14828117154811715,0.00507112970711297,0.02069958158995816,0.0012317991631799164,0.015983263598326358,0.023732217573221758,45063
657,79546,69379,5323,156,729,0,1515,2444,0500000US45073,"Oconee County, South Carolina",0.8721871621451739,0.06691725542453424,0.0019611294093983354,0.009164508586226838,0.0,0.01904558368742614,0.03072436074724059,45073
659,126884,110768,9462,290,2518,0,2286,1560,0500000US45077,"Pickens County, South Carolina",0.8729863497367675,0.07457205006147347,0.0022855521578764855,0.0198448977018379,0.0,0.01801645597553671,0.01229469436650799,45077
660,415759,182477,199181,1018,12764,163,9016,11140,0500000US45079,"Richland County, South Carolina",0.43890090172431623,0.47907802356653734,0.002448533886217737,0.030700477921103333,0.0003920540505437044,0.021685639998172017,0.026794368853109613,45079
661,319785,233071,65752,724,8364,48,5103,6723,0500000US45083,"Spartanburg County, South Carolina",0.7288365620651375,0.2056131463326923,0.002264021139202902,0.026155072939631315,0.0001501008490079272,0.01595759651015526,0.021023500164172804,45083
662,106721,49388,49975,140,1605,35,1475,4103,0500000US45085,"Sumter County, South Carolina",0.46277677308121173,0.4682770963540447,0.001311831785684167,0.015039214400164915,0.0003279579464210418,0.01382108488488676,0.0384460415475867,45085
663,280979,207964,53790,2530,7068,0,4016,5611,0500000US45091,"York County, South Carolina",0.7401407222603824,0.19143779428355856,0.009004231632969012,0.025154904814950585,0.0,0.014292883098025119,0.01996946391011428,45091
664,193134,166942,12057,2822,3658,83,1116,6456,0500000US46099,"Minnehaha County, South Dakota",0.8643843134818313,0.06242815868775047,0.014611616804912651,0.018940217672703926,0.0004297534354386074,0.005778371493367299,0.033427568423995774,46099
665,113775,95247,2071,10132,1270,62,233,4760,0500000US46103,"Pennington County, South Dakota",0.8371522742254449,0.018202592836739178,0.0890529553944188,0.011162381894089211,0.0005449351790815205,0.002047901560096682,0.04183695891012964,46103
666,76978,69711,3315,440,1245,329,529,1409,0500000US47001,"Anderson County, Tennessee",0.9055964041674245,0.043064252123983474,0.005715918833952558,0.016173452155161215,0.004273948400841799,0.0068720933253656885,0.018303930993270805,47001
667,133088,124866,3879,135,1114,0,946,2148,0500000US47009,"Blount County, Tennessee",0.9382213272421255,0.029146128877133925,0.0010143664342389998,0.00837040153883145,0.0,0.007108078865111805,0.016139697042558306,47009
668,108110,94926,6983,178,870,0,3219,1934,0500000US47011,"Bradley County, Tennessee",0.8780501341226529,0.06459161964665619,0.0016464711867542317,0.008047359171214503,0.0,0.029775228933493665,0.017889186939228564,47011
669,694144,439010,185846,2053,26193,787,23724,16531,0500000US47037,"Davidson County, Tennessee",0.6324480223123732,0.267734072469113,0.002957599575880509,0.037734245343905584,0.0011337705144753825,0.034177346487184214,0.023814943297068042,47037
671,367804,274851,67998,771,7453,338,7240,9153,0500000US47065,"Hamilton County, Tennessee",0.7472757229393916,0.18487564028667441,0.0020962251634022468,0.020263509912888385,0.0009189677110635012,0.01968439712455547,0.02488553686202434,47065
672,470313,402137,38615,2471,10101,114,3628,13247,0500000US47093,"Knox County, Tennessee",0.8550412172319285,0.08210489610110713,0.0052539479027796385,0.02147718646943631,0.0002423917688858271,0.007714011732612111,0.028166348793250452,47093
673,97984,54678,36415,446,1124,0,3298,2023,0500000US47113,"Madison County, Tennessee",0.5580298824297845,0.3716423089483997,0.004551763553233181,0.011471260613977793,0.0,0.03365855649902025,0.020646227955584587,47113
675,208993,143019,42405,1038,4234,683,4331,13283,0500000US47125,"Montgomery County, Tennessee",0.6843243553611843,0.20290153258721583,0.0049666735249505965,0.020259051738574976,0.003268052040020479,0.02072318211614743,0.06355715263190634,47125
676,80245,74631,2007,0,1022,0,375,2210,0500000US47141,"Putnam County, Tennessee",0.9300392547822294,0.02501090410617484,0.0,0.012735996012212598,0.0,0.004673188360645523,0.027540656738737616,47141
677,71813,61655,5412,239,384,14,2788,1321,0500000US47147,"Robertson County, Tennessee",0.8585492877334188,0.07536239956553828,0.003328088229150711,0.00534722125520449,0.00019495077492933034,0.03882305432164093,0.018394998120117526,47147
678,332285,250555,50241,306,13065,262,5412,12444,0500000US47149,"Rutherford County, Tennessee",0.7540364446183246,0.15119851934333478,0.0009208962186075207,0.0393186571768211,0.0007884797688731059,0.016287223317333014,0.03744977955670584,47149
679,98250,92589,1884,262,484,0,813,2218,0500000US47155,"Sevier County, Tennessee",0.9423816793893129,0.01917557251908397,0.0026666666666666666,0.004926208651399491,0.0,0.008274809160305343,0.02257506361323155,47155
680,937166,365798,504715,1129,26200,140,23656,15528,0500000US47157,"Shelby County, Tennessee",0.3903235926185969,0.5385545356959173,0.0012046958596449294,0.027956626680865505,0.00014938655478325077,0.02524205957108986,0.016569103019102274,47157
681,158348,149208,3241,326,1167,0,992,3414,0500000US47163,"Sullivan County, Tennessee",0.9422790309950236,0.020467577740167227,0.002058756662540733,0.007369843635536918,0.0,0.006264682850430697,0.021560108116300807,47163
682,191283,163488,15485,431,3487,172,5258,2962,0500000US47165,"Sumner County, Tennessee",0.854691739464563,0.08095335183994395,0.0022532059827585307,0.018229534250299294,0.0008991912506600169,0.027488067418432374,0.015484909793342848,47165
683,129375,118437,5193,1656,2198,0,63,1828,0500000US47179,"Washington County, Tennessee",0.9154550724637681,0.04013913043478261,0.0128,0.016989371980676328,0.0,0.00048695652173913045,0.014129468599033817,47179
684,238412,210037,8940,255,10989,0,1171,7020,0500000US47187,"Williamson County, Tennessee",0.8809833397647769,0.03749811251111521,0.0010695770347130178,0.046092478566515105,0.0,0.004911665520191936,0.029444826602687785,47187
685,144657,124756,9670,891,2692,0,2997,3651,0500000US47189,"Wilson County, Tennessee",0.8624262911577041,0.06684778475981114,0.006159397747775773,0.018609538425378654,0.0,0.02071797424251851,0.025239013666811836,47189
687,88723,57372,5334,857,219,0,21487,3454,0500000US48021,"Bastrop County, Texas",0.646641795250386,0.06011969838711495,0.00965927662500141,0.0024683565704496017,0.0,0.24218071976826752,0.038930153398780476,48021
688,362924,225437,91889,1995,10661,2667,10719,19556,0500000US48027,"Bell County, Texas",0.6211686193252581,0.2531907506805833,0.005497018659554066,0.029375296205266115,0.0073486459975091204,0.029535109279077713,0.05388455985275154,48027
689,2003554,1552899,155244,17785,59703,4298,136246,77379,0500000US48029,"Bexar County, Texas",0.7750721967064527,0.07748431038045393,0.008876726057795298,0.029798547980239114,0.002145188000922361,0.06800216016139321,0.038620870712743456,48029
690,93245,64552,22743,922,742,31,1259,2996,0500000US48037,"Bowie County, Texas",0.6922837685666792,0.24390583945519867,0.00988792964770229,0.007957531234918762,0.00033245750442382967,0.013502064453858115,0.03213040913721915,48037
691,374264,272750,55573,1864,26790,0,10410,6877,0500000US48039,"Brazoria County, Texas",0.7287636534638651,0.14848609537652566,0.004980441613406579,0.07158048863903554,0.0,0.02781459077015155,0.018374730137015582,48039
692,229211,180721,25253,118,13165,373,3037,6544,0500000US48041,"Brazos County, Texas",0.7884481983848942,0.11017359550806899,0.0005148094986715297,0.057436161440768546,0.0016273215508854288,0.013249800402249455,0.028550113214461784,48041
693,423163,396658,3910,902,2927,63,14677,4026,0500000US48061,"Cameron County, Texas",0.9373645616464578,0.00923993827437654,0.0021315663231426187,0.006916956350153487,0.00014887880084033813,0.03468403428466099,0.009514064320368274,48061
694,1034730,701667,106861,3469,168405,1290,21020,32018,0500000US48085,"Collin County, Texas",0.6781160302687658,0.10327428411276372,0.003352565403535222,0.1627526021280914,0.001246702038212867,0.020314478173049974,0.03094333787558107,48085
695,156209,143192,4951,354,2416,109,3006,2181,0500000US48091,"Comal County, Texas",0.9166693340332503,0.03169471669366042,0.0022661946494760225,0.015466458398683814,0.00069778309828499,0.019243449481143853,0.013962063645500579,48091
696,75951,56184,9863,205,1571,561,89,7478,0500000US48099,"Coryell County, Texas",0.7397400955879448,0.12986004134244447,0.0026991086358309963,0.020684388618978027,0.0073863411936643366,0.001171808139458335,0.09845821648167898,48099
697,2635516,1580364,596492,12686,172315,1581,203034,69044,0500000US48113,"Dallas County, Texas",0.5996412087803679,0.22632835467513762,0.004813478650860022,0.06538188347177555,0.000599882527747887,0.0770376654894146,0.026197526404696463,48113
698,887207,656088,89107,4054,84816,775,17831,34536,0500000US48121,"Denton County, Texas",0.7394982230753364,0.10043541135270574,0.004569395868157036,0.09559888504035699,0.0008735278238336712,0.020097902744229925,0.03892665409538022,48121
699,166223,130632,10143,1671,1990,23,17654,4110,0500000US48135,"Ector County, Texas",0.7858840232699446,0.06102043640170133,0.01005276044831341,0.01197186911558569,0.0001383683365117944,0.10620672229474862,0.024725820133194566,48135
700,184826,149989,20038,1372,844,51,7497,5035,0500000US48139,"Ellis County, Texas",0.8115146137448195,0.1084154826701871,0.007423198034908508,0.004566457100191532,0.0002759352039215262,0.04056247497646435,0.027241838269507535,48139
701,839238,674496,29118,5234,9965,174,97775,22476,0500000US48141,"El Paso County, Texas",0.803700499739049,0.0346957597248933,0.006236609877055138,0.01187386653130578,0.00020733093592044212,0.11650449574494959,0.026781437446826765,48141
702,811688,412802,164866,3432,164074,986,32718,32810,0500000US48157,"Fort Bend County, Texas",0.5085722592917475,0.20311498999615615,0.004228225623638639,0.20213924562147031,0.0012147524664649471,0.04030859147849913,0.04042193552202324,48157
703,342139,271933,42827,740,11653,101,5419,9466,0500000US48167,"Galveston County, Texas",0.7948026971494042,0.12517427127570957,0.002162863631448037,0.03405925661792429,0.0002952016578057456,0.015838591917320153,0.027667117750388,48167
704,136212,118372,8407,747,2341,0,2041,4304,0500000US48181,"Grayson County, Texas",0.8690276921269785,0.061719965935453557,0.0054840983173288695,0.017186444659795026,0.0,0.014983995536369777,0.031597803424074235,48181
705,123945,91844,22820,86,1625,0,1950,5620,0500000US48183,"Gregg County, Texas",0.7410060914115132,0.18411392149743838,0.0006938561458711526,0.01311065391907701,0.0,0.01573278470289241,0.045342692323207874,48183
706,166847,137989,14668,552,2211,0,4803,6624,0500000US48187,"Guadalupe County, Texas",0.8270391436465744,0.08791287826571649,0.0033084202892470346,0.013251661702038394,0.0,0.028786852625459252,0.03970104347096442,48187
707,4713325,2895713,901998,20316,331518,2396,436847,124537,0500000US48201,"Harris County, Texas",0.6143673521346396,0.19137190836617463,0.004310332939061066,0.07033633369224486,0.0005083460189993263,0.09268340290559213,0.02642232394328844,48201
708,66553,49759,11930,739,810,0,687,2628,0500000US48203,"Harrison County, Texas",0.7476597598906135,0.17925563085060028,0.011103932204408517,0.012170751130677806,0.0,0.010322600033056361,0.03948732589064355,48203
709,230191,204010,9776,1422,3279,106,6320,5278,0500000US48209,"Hays County, Texas",0.8862640155349254,0.04246908002484893,0.006177478702468819,0.014244692451051519,0.0004604871606622327,0.02745546089986142,0.022928785226181737,48209
710,82737,74570,3910,959,1748,0,327,1223,0500000US48213,"Henderson County, Texas",0.9012896285821338,0.04725817953273626,0.011590944800995926,0.021127186144046798,0.0,0.003952282533811959,0.014781778406275306,48213
711,868707,737925,5029,971,8592,0,98514,17676,0500000US48215,"Hidalgo County, Texas",0.8494521167666428,0.00578906351623735,0.001117753166487665,0.009890561489662221,0.0,0.11340302311366203,0.020347481947307896,48215
712,98594,80915,7805,987,1082,0,5108,2697,0500000US48231,"Hunt County, Texas",0.8206888857334118,0.07916303223319877,0.010010751161328275,0.010974298638862406,0.0,0.051808426476256164,0.027354605756942613,48231
713,251565,147563,84307,1063,9984,853,4596,3199,0500000US48245,"Jefferson County, Texas",0.5865800091427663,0.33513008566374497,0.004225548069087513,0.03968755590006559,0.003390773756285652,0.018269632103035,0.012716395365015006,48245
714,175817,157804,8127,1243,1893,48,3297,3405,0500000US48251,"Johnson County, Texas",0.8975468811320862,0.04622419902512271,0.007069851038295501,0.010766876923164427,0.0002730111422672438,0.018752452834481306,0.019366727904582607,48251
715,136154,107948,19213,336,871,0,3513,4273,0500000US48257,"Kaufman County, Texas",0.792837522217489,0.1411122699296385,0.0024677938217018964,0.006397167912804618,0.0,0.025801665760829647,0.03138358035753632,48257
717,310569,251138,21485,1855,6830,760,18773,9728,0500000US48303,"Lubbock County, Texas",0.8086383380182826,0.06917947380453297,0.005972907791827259,0.021991892300905758,0.0024471212516381223,0.06044711481184536,0.03132315202096796,48303
718,256623,204884,35197,2052,3471,97,3430,7492,0500000US48309,"McLennan County, Texas",0.7983851798163064,0.13715450290893647,0.007996165581417098,0.013525677745174828,0.0003779863846966172,0.013365910304220588,0.029194577259248,48309
719,176832,125450,11443,1378,2881,95,28953,6632,0500000US48329,"Midland County, Texas",0.7094304198335143,0.06471113825551936,0.007792707202316323,0.016292300036192545,0.000537233079985523,0.16373167752442996,0.037504524068041986,48329
720,607391,525854,31579,1790,18788,22,11927,17431,0500000US48339,"Montgomery County, Texas",0.8657586299434795,0.05199122147018971,0.002947030825283878,0.03093229896392933,3.622049059008118e-05,0.01963644505763174,0.028698153248895686,48339
721,65204,50606,12592,860,736,0,195,215,0500000US48347,"Nacogdoches County, Texas",0.7761180295687381,0.19311698668793326,0.013189374884976382,0.01128765106435188,0.0,0.0029906140727562727,0.0032973437212440956,48347
722,362294,325539,14365,892,7663,0,7911,5924,0500000US48355,"Nueces County, Texas",0.8985492445362054,0.03965011841211834,0.0024620888008081835,0.021151330135194067,0.0,0.02183585706636047,0.01635136104931354,48355
724,142878,133000,1587,984,1020,101,2702,3484,0500000US48367,"Parker County, Texas",0.9308640938422991,0.011107378322764877,0.0068869944988031746,0.0071389577121740225,0.0007068967930682121,0.01891123895911197,0.02438443987177872,48367
725,117415,91183,12496,897,6737,29,3578,2495,0500000US48375,"Potter County, Texas",0.776587318485713,0.10642592513733339,0.007639569049951028,0.057377677468807224,0.00024698718221692286,0.030473108205936208,0.02124941447004216,48375
726,137713,121664,4259,723,3991,481,2399,4196,0500000US48381,"Randall County, Texas",0.8834605302331661,0.030926637281883336,0.005250049014980431,0.028980561021835265,0.0034927711980713514,0.017420287118863145,0.030469164131200394,48381
727,104915,87030,7616,444,3745,171,2586,3323,0500000US48397,"Rockwall County, Texas",0.8295286660630034,0.07259209836534337,0.004231997331172854,0.03569556307487013,0.0016298908640327884,0.02464852499642568,0.03167325930515179,48397
728,66730,60698,1728,92,671,0,1887,1654,0500000US48409,"San Patricio County, Texas",0.9096058744193016,0.02589539937059793,0.0013786902442679454,0.010055447325041211,0.0,0.028278135771017534,0.024786452869773715,48409
729,232751,178470,41309,845,4298,336,4398,3095,0500000US48423,"Smith County, Texas",0.7667851051123303,0.17748151457995884,0.0036304892352771847,0.018466086074818155,0.0014436028201812237,0.01889572977130066,0.013297472406133593,48423
730,2102515,1378142,359898,10257,118494,5003,165948,64773,0500000US48439,"Tarrant County, Texas",0.6554730881824862,0.1711749975624431,0.004878443197789314,0.05635821860961753,0.0023795311805147644,0.07892833107017072,0.030807390196978382,48439
731,138034,112157,12413,127,2955,0,8287,2095,0500000US48441,"Taylor County, Texas",0.8125316950896156,0.0899271194053639,0.0009200631728414738,0.021407769100366576,0.0,0.0600359331758842,0.01517742005592825,48441
732,119200,105763,4847,568,1461,145,4227,2189,0500000US48451,"Tom Green County, Texas",0.8872734899328859,0.04066275167785235,0.004765100671140939,0.012256711409395974,0.0012164429530201343,0.035461409395973156,0.018364093959731542,48451
733,1273954,920247,104062,9660,87316,504,100839,51326,0500000US48453,"Travis County, Texas",0.7223549672908127,0.0816842680347956,0.007582691368762137,0.06853936641354397,0.0003956186801093289,0.07915434937211234,0.04028873883986392,48453
734,92084,81305,6006,0,890,61,1787,2035,0500000US48469,"Victoria County, Texas",0.8829438338907953,0.0652230572086356,0.0,0.009665088397550063,0.0006624386429781504,0.01940619434429434,0.022099387515746492,48469
736,276652,266003,1327,1607,1298,0,5302,1115,0500000US48479,"Webb County, Texas",0.9615075979931467,0.004796639821870075,0.005808741668233015,0.004691814987782485,0.0,0.019164871390772522,0.004030334138195278,48479
737,132230,107513,12728,923,2990,201,2928,4947,0500000US48485,"Wichita County, Texas",0.8130757014293277,0.09625652272555396,0.0069802616652801935,0.02261211525372457,0.001520078650835665,0.022143235271874763,0.037412085003403164,48485
738,590551,469151,40399,2577,44897,319,8886,24322,0500000US48491,"Williamson County, Texas",0.7944292702916429,0.06840899431209159,0.004363721338207877,0.07602560998118706,0.0005401734989865397,0.015046964614402481,0.041185265963481564,48491
740,128289,118029,857,658,3357,12,1866,3510,0500000US49005,"Cache County, Utah",0.9200243200897973,0.006680229793668981,0.0051290445790363945,0.026167481233776862,9.353880691251783e-05,0.014545284474896523,0.027360101021911467,49005
741,355481,323178,4376,1592,6853,3062,5644,10776,0500000US49011,"Davis County, Utah",0.9091287579364298,0.012310081270166338,0.004478439072693055,0.019278104877616525,0.008613681181272698,0.015877079225050002,0.030313856436771584,49011
742,1160437,929287,23313,10033,48472,18390,88099,42843,0500000US49035,"Salt Lake County, Utah",0.8008077991308447,0.020089845463390085,0.008645880819036276,0.041770470951891396,0.015847478148318262,0.07591881334359384,0.036919712142925463,49035
744,636235,581543,3029,3045,8780,6171,9016,24651,0500000US49049,"Utah County, Utah",0.9140380519776498,0.004760819508514935,0.004785967449134361,0.013799932414909585,0.009699246347654561,0.014170864539046106,0.03874511776309068,49049
745,177556,163341,1498,1706,1186,389,5082,4354,0500000US49053,"Washington County, Utah",0.919940751086981,0.008436774876658632,0.009608236274752754,0.006679582779517448,0.002190858095474104,0.028621955889972742,0.024521840996643313,49053
746,260213,236957,3155,2350,3790,671,4996,8294,0500000US49057,"Weber County, Utah",0.9106270632135981,0.012124682471667442,0.009031063013761803,0.014564990988152013,0.0025786567158443277,0.019199655666703817,0.03187388793027251,49057
747,163774,147125,5183,446,4458,239,587,5736,0500000US50007,"Chittenden County, Vermont",0.8983416171065004,0.031647270018440046,0.002723264987116392,0.02722043792054905,0.0014593280984771697,0.0035842075054648478,0.03502387436345208,50007
748,109330,89592,9954,266,5462,115,519,3422,0500000US51003,"Albemarle County, Virginia",0.8194640080490259,0.09104545870300924,0.0024330010061282357,0.049958840208542944,0.0010518613372358914,0.004747095948047197,0.03129973474801061,51003
749,236842,170938,22564,708,24317,0,9135,9180,0500000US51013,"Arlington County, Virginia",0.721738542994908,0.09527026456456203,0.0029893346619265164,0.1026718234096993,0.0,0.038570017142229844,0.038760017226674326,51013
752,352802,225745,82677,1151,13197,254,20766,9012,0500000US51041,"Chesterfield County, Virginia",0.6398631527032159,0.23434390961502485,0.003262453160696368,0.03740625053145957,0.0007199505671736555,0.058860210543024136,0.025544072879405445,51041
753,1147532,685971,116562,3664,228195,794,64314,48032,0500000US51059,"Fairfax County, Virginia",0.5977794083302252,0.10157625233980404,0.0031929392818675208,0.1988571996249342,0.0006919197024570993,0.056045495899025036,0.04185678482168689,51059
754,71222,61685,5547,65,1295,0,412,2218,0500000US51061,"Fauquier County, Virginia",0.8660947460054478,0.07788323832523658,0.0009126393530089018,0.018182584033023506,0.0,0.005784729437533346,0.03114206284574991,51061
755,89313,80873,4268,184,1357,19,526,2086,0500000US51069,"Frederick County, Virginia",0.9055008789313985,0.04778699629393257,0.0020601704119221167,0.01519375678792561,0.00021273498818760988,0.005889400199299094,0.023356062387334432,51069
756,107766,91174,10749,0,1419,0,1631,2793,0500000US51085,"Hanover County, Virginia",0.8460367834010727,0.0997438895384444,0.0,0.013167418295195145,0.0,0.015134643579607669,0.025917265185680084,51085
757,330818,180176,102393,622,28217,41,6494,12875,0500000US51087,"Henrico County, Virginia",0.5446378371188992,0.3095145971500946,0.0018801878978773826,0.08529463330290371,0.00012393521513339662,0.01963012895307994,0.03891868036201174,51087
758,76523,61632,10242,37,2123,0,341,2148,0500000US51095,"James City County, Virginia",0.8054049109418083,0.13384211282882272,0.0004835147602681547,0.027743292866197092,0.0,0.004456176574363264,0.02806999202854044,51095
759,413538,260807,33157,1622,81355,471,14481,21645,0500000US51107,"Loudoun County, Virginia",0.6306723928635337,0.08017884692579642,0.003922251401322249,0.19672920021860144,0.0011389521640091116,0.03501733818899352,0.05234101823774357,51107
760,98535,84480,4667,825,5995,70,910,1588,0500000US51121,"Montgomery County, Virginia",0.8573603288171716,0.047363880854518696,0.008372659461105192,0.06084132541736439,0.0007104074694271071,0.009235297102552392,0.016116100877860657,51121
761,470335,269954,98650,2547,42182,529,30983,25490,0500000US51153,"Prince William County, Virginia",0.5739611128238383,0.20974411855379677,0.005415289102448255,0.08968501174694632,0.00112473024546334,0.06587432362039823,0.05419541390710876,51153
762,94186,82723,5983,372,3629,0,224,1255,0500000US51161,"Roanoke County, Virginia",0.8782940139723526,0.06352324124604505,0.003949631580064978,0.03853014248402098,0.0,0.002378272779393965,0.013324697938122439,51161
763,81948,75964,3611,204,215,113,553,1288,0500000US51165,"Rockingham County, Virginia",0.9269780836628105,0.044064528725533264,0.0024893835114950945,0.0026236149753502223,0.0013789232196026748,0.006748181773807781,0.0157172841314004,51165
764,136215,94853,22802,598,3430,136,7544,6852,0500000US51177,"Spotsylvania County, Virginia",0.6963476856440186,0.16739712953786293,0.004390118562566531,0.025180780383951842,0.000998421612891385,0.05538303417391623,0.05030283008479242,51177
765,152882,99699,29199,216,5421,0,11344,7003,0500000US51179,"Stafford County, Virginia",0.6521304012244737,0.19099043706911212,0.0014128543582632358,0.035458719796967596,0.0,0.07420101777841734,0.045806569772765926,51179
766,68280,49544,10282,0,4004,57,1938,2455,0500000US51199,"York County, Virginia",0.7256004686584652,0.1505858230814294,0.0,0.058640890451083776,0.0008347978910369069,0.02838312829525483,0.03595489162272993,51199
767,159428,101087,33266,105,9227,36,7259,8448,0500000US51510,"Alexandria city, Virginia",0.6340605163459367,0.2086584539729533,0.0006586045111272801,0.05787565546829917,0.00022580726095792458,0.045531525202599295,0.052989437238126304,51510
768,244835,147098,73569,454,8655,0,5643,9416,0500000US51550,"Chesapeake city, Virginia",0.6008046235219637,0.3004839994281863,0.0018543100455408745,0.03535033798272306,0.0,0.02304817530173382,0.03845855371985214,51550
769,134510,53875,67315,29,3459,312,3443,6077,0500000US51650,"Hampton city, Virginia",0.400527841796149,0.5004460634897033,0.00021559735335662775,0.02571556018139915,0.0023195301464575126,0.025596609917478256,0.0451787971154561,51650
770,82168,52367,23704,211,1499,0,1698,2689,0500000US51680,"Lynchburg city, Virginia",0.6373162301625938,0.28848213416415147,0.002567909648524973,0.01824311167364424,0.0,0.0206649790672768,0.032725635283808785,51680
