,GEO_ID,County,fips,race,perc_total
6546,0500000US25005,"Bristol County, Massachusetts",25005,perc_White,0.8388972730827275
6547,0500000US25009,"Essex County, Massachusetts",25009,perc_White,0.7724052448943899
6548,0500000US25011,"Franklin County, Massachusetts",25011,perc_White,0.9208036477628954
6549,0500000US25013,"Hampden County, Massachusetts",25013,perc_White,0.7988665700342216
6550,0500000US25015,"Hampshire County, Massachusetts",25015,perc_White,0.8672013927749798
6551,0500000US25017,"Middlesex County, Massachusetts",25017,perc_White,0.7528161275771716
6552,0500000US25021,"Norfolk County, Massachusetts",25021,perc_White,0.7596915567188992
6553,0500000US25023,"Plymouth County, Massachusetts",25023,perc_White,0.8202558700849191
6554,0500000US25025,"Suffolk County, Massachusetts",25025,perc_White,0.5514742376916733
6555,0500000US25027,"Worcester County, Massachusetts",25027,perc_White,0.8352872907291162
6556,0500000US26005,"Allegan County, Michigan",26005,perc_White,0.9387793125058222
6557,0500000US26017,"Bay County, Michigan",26017,perc_White,0.9445144774353703
6558,0500000US26021,"Berrien County, Michigan",26021,perc_White,0.790940085136342
6559,0500000US26025,"Calhoun County, Michigan",26025,perc_White,0.8036359841680394
6560,0500000US26037,"Clinton County, Michigan",26037,perc_White,0.9229348577171933
6561,0500000US26045,"Eaton County, Michigan",26045,perc_White,0.8664889179090942
6562,0500000US26049,"Genesee County, Michigan",26049,perc_White,0.7430663877204525
6563,0500000US26055,"Grand Traverse County, Michigan",26055,perc_White,0.9517982983843245
6564,0500000US26065,"Ingham County, Michigan",26065,perc_White,0.7462740162650561
6565,0500000US26073,"Isabella County, Michigan",26073,perc_White,0.882270437371193
6566,0500000US26075,"Jackson County, Michigan",26075,perc_White,0.8713330389249889
6567,0500000US26077,"Kalamazoo County, Michigan",26077,perc_White,0.7994839021224902
6568,0500000US26081,"Kent County, Michigan",26081,perc_White,0.7925991886811121
6569,0500000US26087,"Lapeer County, Michigan",26087,perc_White,0.9495017521430936
6570,0500000US26091,"Lenawee County, Michigan",26091,perc_White,0.9411179165270033
6571,0500000US26093,"Livingston County, Michigan",26093,perc_White,0.9647074142555796
6572,0500000US26099,"Macomb County, Michigan",26099,perc_White,0.7980793435029955
6573,0500000US26103,"Marquette County, Michigan",26103,perc_White,0.9312883251622963
6574,0500000US26111,"Midland County, Michigan",26111,perc_White,0.9285439415075281
6575,0500000US26115,"Monroe County, Michigan",26115,perc_White,0.9389700996677741
6576,0500000US26121,"Muskegon County, Michigan",26121,perc_White,0.8094557689870135
6577,0500000US26125,"Oakland County, Michigan",26125,perc_White,0.7490998613213908
6578,0500000US26139,"Ottawa County, Michigan",26139,perc_White,0.8912414762018984
6579,0500000US26145,"Saginaw County, Michigan",26145,perc_White,0.7597447241772025
6580,0500000US26147,"St. Clair County, Michigan",26147,perc_White,0.9344804182796239
6581,0500000US26159,"Van Buren County, Michigan",26159,perc_White,0.8914993987605216
6582,0500000US26161,"Washtenaw County, Michigan",26161,perc_White,0.7359392384677953
6583,0500000US26163,"Wayne County, Michigan",26163,perc_White,0.5273637016868619
6584,0500000US27003,"Anoka County, Minnesota",27003,perc_White,0.8210444328016564
